sku_id,description,analysis_weeks,positive_demand_weeks,zero_demand_week_pct,mean_weekly_demand,std_weekly_demand,coefficient_of_variation,average_demand_interval_weeks,lag_1_autocorrelation,first_13_week_average,last_13_week_average,trend_slope_units_per_week,recent_vs_initial_13_week_change_pct
22216,T-LIGHT HOLDER WHITE LACE,104,63,39.42,11.38,22.33,1.961,1.65,0.067,18.46,3.69,-0.124,-80.00
22217,T-LIGHT HOLDER HANGING LACE,104,82,21.15,20.30,31.08,1.531,1.27,0.019,58.62,18.15,-0.340,-69.03
22218,CAKE STAND LACE WHITE,104,48,53.85,11.37,20.66,1.818,2.17,0.256,19.85,0.00,-0.340,-100.00
22219,LOVEBIRD HANGING DECORATION WHITE,104,101,2.88,92.70,65.27,0.704,1.03,0.278,91.15,88.23,-0.245,-3.21
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,104,87,16.35,6.32,7.38,1.167,1.20,0.046,10.15,4.62,-0.099,-54.55
22221,CAKE STAND LOVEBIRD 2 TIER PINK,104,79,24.04,8.47,30.42,3.590,1.32,-0.026,5.54,2.46,-0.148,-55.56
22222,CAKE PLATE LOVEBIRD WHITE,104,99,4.81,14.10,25.38,1.801,1.05,0.485,7.00,8.69,0.053,24.18
22223,CAKE PLATE LOVEBIRD PINK,104,76,26.92,6.91,11.48,1.661,1.37,0.362,3.54,2.00,-0.021,-43.48
22224,WHITE LOVEBIRD LANTERN,104,99,4.81,22.42,19.20,0.856,1.05,0.190,31.69,13.31,-0.196,-58.01
22227,HANGING HEART MIRROR DECORATION,104,102,1.92,56.90,45.50,0.800,1.02,0.176,80.08,41.15,-0.425,-48.61
22228,BUNNY WOODEN PAINTED WITH BIRD,104,68,34.62,16.00,23.87,1.492,1.53,0.585,29.85,12.77,-0.062,-57.22
22229,BUNNY WOODEN PAINTED WITH FLOWER,104,54,48.08,9.56,15.09,1.579,1.93,0.381,19.15,8.31,-0.034,-56.63
22230,JIGSAW TREE WITH WATERING CAN,104,76,26.92,15.90,33.88,2.130,1.37,0.190,12.31,34.15,0.187,177.50
22231,JIGSAW TREE WITH BIRDHOUSE,104,90,13.46,20.02,23.45,1.171,1.16,0.169,30.77,14.00,-0.097,-54.50
22232,JIGSAW TOADSTOOLS 3 PIECE,104,66,36.54,10.22,15.09,1.476,1.58,0.229,8.62,18.38,0.104,113.39
22233,JIGSAW RABBIT AND BIRDHOUSE,104,67,35.58,9.08,13.24,1.458,1.55,0.313,10.46,14.92,0.072,42.65
22236,CAKE STAND 3 TIER MAGIC GARDEN,104,90,13.46,19.04,83.09,4.364,1.16,-0.012,22.23,5.00,-0.425,-77.51
22241,GARLAND WOODEN HAPPY EASTER,104,64,38.46,41.24,81.61,1.979,1.62,0.461,122.08,2.00,-0.711,-98.36
22242,5 HOOK HANGER MAGIC TOADSTOOL,104,59,43.27,45.83,72.82,1.589,1.76,0.298,63.46,0.00,-0.989,-100.00
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,104,80,23.08,73.83,136.09,1.843,1.30,0.027,113.85,2.85,-0.792,-97.50
22244,3 HOOK HANGER MAGIC GARDEN,104,84,19.23,45.77,63.77,1.393,1.24,0.269,66.85,9.85,-0.493,-85.27
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",104,75,27.88,44.55,58.44,1.312,1.39,0.193,60.08,0.00,-0.805,-100.00
22246,MAGIC GARDEN FELT GARLAND,104,72,30.77,9.98,14.39,1.441,1.44,0.121,10.08,6.62,-0.049,-34.35
22247,BUNNY DECORATION MAGIC GARDEN,104,47,54.81,11.38,23.51,2.065,2.21,0.662,29.54,0.38,-0.132,-98.70
22248,DECORATION PINK CHICK MAGIC GARDEN,104,63,39.42,9.71,15.51,1.598,1.65,0.401,10.31,2.69,-0.046,-73.88
22249,DECORATION WHITE CHICK MAGIC GARDEN,104,60,42.31,15.72,24.78,1.576,1.73,0.612,28.00,0.54,-0.144,-98.08
22250,DECORATION BUTTERFLY MAGIC GARDEN,104,80,23.08,14.61,21.59,1.478,1.30,0.295,11.08,0.92,-0.075,-91.67
22251,BIRDHOUSE DECORATION MAGIC GARDEN,104,81,22.12,17.97,30.95,1.722,1.28,0.238,22.00,2.23,-0.216,-89.86
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,104,66,36.54,9.08,14.20,1.565,1.58,0.026,5.62,13.77,0.117,145.21
22253,6 CROCHET STRAWBERRIES,104,17,83.65,8.63,32.53,3.768,6.12,0.273,55.46,0.00,-0.408,-100.00
22254,FELT TOADSTOOL LARGE,104,67,35.58,12.95,24.87,1.920,1.55,0.126,26.77,4.23,-0.159,-84.20
22255,FELT TOADSTOOL SMALL,104,65,37.50,11.10,16.49,1.486,1.60,0.124,16.77,10.77,-0.040,-35.78
22256,FELT FARM ANIMAL CHICKEN,104,43,58.65,8.97,22.36,2.493,2.42,0.253,33.85,0.08,-0.230,-99.77
22257,FELT FARM ANIMAL SHEEP,104,26,75.00,4.03,16.42,4.075,4.00,0.085,2.38,0.46,0.006,-80.65
22258,FELT FARM ANIMAL RABBIT,104,39,62.50,12.89,32.55,2.524,2.67,0.402,22.92,1.00,-0.110,-95.64
22259,FELT FARM ANIMAL HEN,104,26,75.00,5.67,23.12,4.076,4.00,0.102,3.69,0.00,-0.018,-100.00
22260,FELT EGG COSY BLUE RABBIT,104,70,32.69,14.83,35.78,2.413,1.49,0.376,30.23,4.15,-0.305,-86.26
22261,FELT EGG COSY WHITE RABBIT,104,64,38.46,20.13,54.54,2.709,1.62,0.466,36.38,3.00,-0.524,-91.75
22262,FELT EGG COSY CHICKEN,104,82,21.15,19.34,25.27,1.307,1.27,0.575,37.08,9.85,-0.164,-73.44
22263,FELT EGG COSY LADYBIRD,104,55,47.12,8.02,31.52,3.931,1.89,-0.015,27.77,1.69,-0.163,-93.91
22264,FELT FARM ANIMAL WHITE BUNNY,104,53,49.04,19.36,61.69,3.187,1.96,0.144,16.46,0.08,-0.067,-99.53
22265,EASTER DECORATION NATURAL CHICK,104,60,42.31,17.58,35.99,2.048,1.73,0.201,42.54,1.85,-0.378,-95.66
22266,EASTER DECORATION HANGING BUNNY,104,57,45.19,23.81,67.05,2.816,1.82,0.162,36.31,79.08,0.387,117.80
22267,EASTER DECORATION EGG BUNNY,104,47,54.81,13.68,38.76,2.833,2.21,0.068,42.46,20.92,-0.074,-50.72
22268,DECORATION SITTING BUNNY,104,62,40.38,24.56,38.98,1.587,1.68,0.524,30.62,29.31,0.398,-4.27
22269,EGG CUP NATURAL CHICKEN,104,75,27.88,14.29,22.30,1.561,1.39,0.261,23.77,35.69,0.107,50.16
22270,HAPPY EASTER HANGING DECORATION,104,56,46.15,6.43,13.72,2.132,1.86,0.433,18.92,2.23,-0.140,-88.21
22271,FELTCRAFT DOLL ROSIE,104,98,5.77,45.04,49.12,1.091,1.06,0.535,21.31,51.08,-0.045,139.71
22272,FELTCRAFT DOLL MARIA,104,68,34.62,13.11,19.92,1.520,1.53,0.285,11.69,0.00,-0.250,-100.00
22273,FELTCRAFT DOLL MOLLY,104,101,2.88,68.68,176.31,2.567,1.03,0.372,55.46,228.77,1.141,312.48
22274,FELTCRAFT DOLL EMILY,104,101,2.88,35.51,43.16,1.216,1.03,0.129,54.38,45.38,-0.259,-16.55
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,104,47,54.81,8.76,16.52,1.885,2.21,0.263,23.77,0.00,-0.292,-100.00
22276,WASH BAG VINTAGE ROSE PAISLEY,104,90,13.46,17.50,30.70,1.754,1.16,0.349,33.92,2.69,-0.428,-92.06
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,104,85,18.27,13.32,24.17,1.815,1.22,0.156,25.77,13.69,-0.181,-46.87
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,104,98,5.77,9.39,10.83,1.152,1.06,0.024,18.38,11.00,-0.069,-40.17
22279,POCKET BAG BLUE PAISLEY RED SPOT,104,76,26.92,13.68,21.32,1.558,1.37,0.161,8.69,14.38,0.073,65.49
22280,POCKET BAG PINK PAISELY BROWN SPOT,104,65,37.50,8.27,16.18,1.956,1.60,0.122,4.54,5.15,0.001,13.56
22281,EASTER TREE YELLOW BIRDS,104,38,63.46,4.88,18.61,3.810,2.74,0.106,21.23,0.15,-0.154,-99.28
22282,12 EGG HOUSE PAINTED WOOD,104,87,16.35,5.27,16.24,3.082,1.20,0.030,17.15,3.92,-0.104,-77.13
22283,6 EGG HOUSE PAINTED WOOD,104,96,7.69,9.75,17.31,1.776,1.08,0.072,24.54,4.77,-0.172,-80.56
22284,HEN HOUSE DECORATION,104,86,17.31,23.15,38.23,1.651,1.21,0.176,53.00,12.46,-0.340,-76.49
22285,HANGING HEN ON NEST DECORATION,104,78,25.00,26.69,55.75,2.089,1.33,0.370,95.85,8.23,-0.623,-91.41
22286,DECORATION WOBBLY RABBIT METAL,104,53,49.04,18.50,40.03,2.164,1.96,0.146,47.23,21.77,-0.004,-53.91
22287,DECORATION WOBBLY CHICKEN,104,46,55.77,12.77,34.34,2.689,2.26,0.058,32.77,17.46,-0.003,-46.71
22288,HANGING METAL RABBIT DECORATION,104,41,60.58,12.57,35.60,2.833,2.54,0.234,48.92,0.31,-0.294,-99.37
22289,HANGING METAL CHICKEN DECORATION,104,41,60.58,7.34,31.03,4.229,2.54,0.105,37.23,0.08,-0.239,-99.79
22290,UNKNOWN,104,15,85.58,6.45,31.86,4.938,6.93,0.175,42.31,0.00,-0.313,-100.00
22291,HANGING CHICK CREAM DECORATION,104,64,38.46,30.67,83.51,2.722,1.62,0.146,109.00,4.31,-0.598,-96.05
22292,HANGING CHICK YELLOW DECORATION,104,69,33.65,26.49,58.22,2.198,1.51,0.263,91.85,3.08,-0.518,-96.65
22293,HANGING CHICK GREEN DECORATION,104,70,32.69,19.55,41.67,2.132,1.49,0.177,63.00,3.85,-0.274,-93.89
22294,HEART FILIGREE DOVE SMALL,104,101,2.88,153.85,142.22,0.924,1.03,0.329,164.31,127.77,-1.049,-22.24
22295,HEART FILIGREE DOVE LARGE,104,92,11.54,78.74,84.09,1.068,1.13,0.307,24.46,55.23,-0.458,125.79
22296,HEART IVORY TRELLIS LARGE,104,91,12.50,91.79,86.52,0.943,1.14,0.419,34.15,44.00,-0.510,28.83
22297,HEART IVORY TRELLIS SMALL,104,102,1.92,130.06,111.94,0.861,1.02,0.356,164.15,71.77,-1.284,-56.28
22299,PIG KEYRING WITH LIGHT & SOUND,104,70,32.69,32.29,58.52,1.813,1.49,0.158,15.15,38.69,-0.230,155.33
22300,COFFEE MUG DOG + BALL DESIGN,104,97,6.73,38.41,49.61,1.291,1.07,0.054,50.08,53.15,-0.196,6.14
22301,COFFEE MUG CAT + BIRD DESIGN,104,101,2.88,47.21,51.37,1.088,1.03,-0.044,54.00,62.92,-0.078,16.52
22302,COFFEE MUG PEARS DESIGN,104,90,13.46,46.62,75.90,1.628,1.16,0.062,45.15,67.23,-0.070,48.89
22303,COFFEE MUG APPLES DESIGN,104,97,6.73,50.92,52.47,1.030,1.07,0.050,52.00,72.31,0.080,39.05
22304,COFFEE MUG BLUE PAISLEY DESIGN,104,73,29.81,22.33,61.06,2.735,1.42,-0.014,19.54,37.38,-0.149,91.34
22305,COFFEE MUG PINK PAISLEY DESIGN,104,79,24.04,21.54,56.52,2.624,1.32,-0.028,23.92,3.31,-0.354,-86.17
22306,SILVER MUG BONE CHINA TREE OF LIFE,104,40,61.54,15.39,30.19,1.961,2.60,0.731,0.85,78.85,0.472,9218.18
22307,GOLD MUG BONE CHINA TREE OF LIFE,104,39,62.50,11.47,22.23,1.938,2.67,0.552,0.85,51.08,0.285,5936.36
22308,TEA COSY BLUE STRIPE,104,86,17.31,6.26,11.06,1.766,1.21,0.092,7.15,6.00,-0.044,-16.13
22309,TEA COSY RED STRIPE,104,88,15.38,12.37,21.32,1.724,1.18,0.058,11.85,16.31,-0.106,37.66
22310,IVORY KNITTED MUG COSY,104,77,25.96,16.48,31.33,1.901,1.35,0.032,29.92,25.62,-0.065,-14.40
22311,OFFICE MUG WARMER BLACK+SILVER,104,80,23.08,18.68,44.07,2.359,1.30,0.232,6.08,49.54,0.275,715.19
22312,OFFICE MUG WARMER POLKADOT,104,83,20.19,11.33,20.88,1.844,1.25,0.215,9.38,17.92,0.056,90.98
22313,OFFICE MUG WARMER PINK,104,62,40.38,9.17,28.78,3.137,1.68,0.045,6.69,25.69,0.108,283.91
22314,OFFICE MUG WARMER CHOC+BLUE,104,81,22.12,9.67,16.86,1.743,1.28,0.313,10.54,11.08,-0.003,5.11
22315,200 RED + WHITE BENDY STRAWS,104,96,7.69,20.31,26.35,1.298,1.08,-0.052,19.00,16.92,-0.058,-10.93
22316,200 BENDY SKULL STRAWS,104,68,34.62,12.08,32.08,2.656,1.53,-0.038,4.62,2.62,0.012,-43.33
22317,FIVE CATS HANGING DECORATION,104,75,27.88,5.44,7.31,1.343,1.39,0.233,7.00,3.23,-0.029,-53.85
22318,FIVE HEART HANGING DECORATION,104,97,6.73,15.08,14.25,0.945,1.07,0.328,25.08,5.38,-0.211,-78.53
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,104,73,29.81,22.02,21.61,0.982,1.42,0.199,27.62,16.69,-0.226,-39.55
22320,BIRDS MOBILE VINTAGE DESIGN,104,79,24.04,5.65,8.41,1.488,1.32,-0.012,14.38,5.77,-0.067,-59.89
22321,BIRD DECORATION RED RETROSPOT,104,94,9.62,23.10,26.63,1.153,1.11,0.147,36.69,15.77,-0.218,-57.02
22322,BIRD DECORATION GREEN POLKADOT,104,84,19.23,15.31,22.50,1.470,1.24,0.406,23.69,1.46,-0.129,-93.83
22323,UNKNOWN,104,42,59.62,6.02,13.46,2.236,2.48,0.109,9.54,0.00,-0.184,-100.00
22324,BLUE POLKADOT KIDS BAG,104,70,32.69,6.30,12.14,1.928,1.49,0.061,10.54,9.00,-0.033,-14.60
22325,MOBILE VINTAGE HEARTS,104,80,23.08,6.62,13.52,2.040,1.30,0.398,20.77,4.23,-0.102,-79.63
22326,ROUND SNACK BOXES SET OF4 WOODLAND,104,96,7.69,146.42,116.45,0.795,1.08,0.127,125.85,182.69,0.650,45.17
22327,ROUND SNACK BOXES SET OF 4 SKULLS,104,98,5.77,29.21,30.39,1.040,1.06,0.229,27.08,31.31,-0.155,15.62
22328,ROUND SNACK BOXES SET OF 4 FRUITS,104,98,5.77,123.77,161.66,1.306,1.06,0.145,96.08,100.54,-0.088,4.64
22329,ROUND CONTAINER SET OF 5 RETROSPOT,104,97,6.73,49.52,56.85,1.148,1.07,0.216,79.54,24.23,-0.632,-69.54
22330,72 ROUND PINK DOILIES,104,8,92.31,2.89,19.01,6.568,13.00,0.043,23.15,0.00,-0.155,-100.00
22331,WOODLAND PARTY BAG + STICKER SET,104,99,4.81,34.92,42.16,1.207,1.05,0.070,49.00,42.08,-0.068,-14.13
22332,SKULLS PARTY BAG + STICKER SET,104,97,6.73,39.82,93.52,2.349,1.07,-0.034,25.92,20.77,-0.490,-19.88
22333,RETROSPOT PARTY BAG + STICKER SET,104,101,2.88,95.66,118.16,1.235,1.03,0.148,46.92,86.85,-0.051,85.08
22334,DINOSAUR PARTY BAG + STICKER SET,104,92,11.54,21.27,45.96,2.161,1.13,0.061,41.31,10.54,-0.287,-74.49
22335,HEART DECORATION PAINTED ZINC,104,100,3.85,75.90,109.32,1.440,1.04,0.059,66.31,38.31,-0.540,-42.23
22336,DOVE DECORATION PAINTED ZINC,104,60,42.31,41.16,101.02,2.454,1.73,0.639,23.15,140.92,0.668,508.64
22337,ANGEL DECORATION PAINTED ZINC,104,35,66.35,20.09,52.59,2.618,2.97,0.145,3.23,39.92,0.251,1135.71
22338,STAR DECORATION PAINTED ZINC,104,49,52.88,54.20,129.84,2.395,2.12,0.716,7.92,319.00,1.930,3926.21
22339,CHRISTMAS TREE PAINTED ZINC,104,39,62.50,33.15,77.08,2.325,2.67,0.634,7.54,162.92,0.989,2061.22
22340,NOEL GARLAND PAINTED ZINC,104,34,67.31,16.24,41.42,2.551,3.06,0.796,1.23,100.15,0.626,8037.50
22341,LOVE GARLAND PAINTED ZINC,104,88,15.38,32.93,99.96,3.035,1.18,0.331,25.85,5.08,-0.402,-80.36
22342,HOME GARLAND PAINTED ZINC,104,91,12.50,17.16,21.71,1.265,1.14,-0.034,8.08,24.54,0.041,203.81
22343,PARTY PIZZA DISH RED RETROSPOT,104,78,25.00,25.20,42.80,1.698,1.33,0.246,11.23,11.92,0.011,6.16
22344,PARTY PIZZA DISH PINK POLKADOT,104,60,42.31,12.85,34.08,2.653,1.73,0.413,4.54,3.62,0.022,-20.34
22345,PARTY PIZZA DISH BLUE POLKADOT,104,61,41.35,11.69,31.36,2.682,1.70,0.422,2.15,3.15,0.009,46.43
22346,PARTY PIZZA DISH GREEN POLKADOT,104,47,54.81,10.18,30.29,2.975,2.21,0.349,1.23,2.31,0.046,87.50
22347,UNKNOWN,104,31,70.19,25.64,84.85,3.309,3.35,0.187,30.85,0.00,-0.842,-100.00
22348,TEA BAG PLATE RED RETROSPOT,104,102,1.92,115.33,140.58,1.219,1.02,0.130,250.62,76.08,-1.457,-69.64
22349,DOG BOWL CHASING BALL DESIGN,104,94,9.62,23.99,74.59,3.109,1.11,0.059,30.77,18.00,0.044,-41.50
22350,ILLUSTRATED CAT BOWL,104,90,13.46,26.64,92.87,3.486,1.16,-0.022,44.23,14.23,-0.072,-67.83
22351,DOTCOMGIFTSHOP TEA TOWEL,104,3,97.12,0.14,1.19,8.278,34.67,-0.015,0.00,0.00,0.001,
22352,LUNCH BOX WITH CUTLERY RETROSPOT,104,102,1.92,66.32,47.14,0.711,1.02,-0.076,72.15,60.38,-0.173,-16.31
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,104,59,43.27,28.98,43.82,1.512,1.76,0.661,72.69,0.00,-0.982,-100.00
22354,RETROSPOT PADDED SEAT CUSHION,104,87,16.35,21.34,23.33,1.093,1.20,0.186,31.08,6.46,-0.267,-79.21
22355,CHARLOTTE BAG SUKI DESIGN,104,102,1.92,298.22,167.81,0.563,1.02,0.253,158.77,390.00,1.892,145.64
22356,CHARLOTTE BAG PINK POLKADOT,104,102,1.92,187.09,112.65,0.602,1.02,0.038,160.23,224.69,0.245,40.23
22357,KINGS CHOICE BISCUIT TIN,104,96,7.69,19.92,71.44,3.586,1.08,-0.014,23.46,9.77,-0.237,-58.36
22358,KINGS CHOICE TEA CADDY,104,99,4.81,25.36,27.80,1.096,1.05,0.527,49.69,10.46,-0.422,-78.95
22359,GLASS JAR KINGS CHOICE,104,76,26.92,13.29,70.66,5.317,1.37,-0.001,0.00,3.77,-0.158,
22360,GLASS JAR ENGLISH CONFECTIONERY,104,88,15.38,24.95,32.34,1.296,1.18,0.048,0.15,16.15,-0.072,10400.00
22361,GLASS JAR DAISY FRESH COTTON WOOL,104,89,14.42,18.66,25.05,1.342,1.17,0.116,0.00,14.69,-0.072,
22362,GLASS JAR PEACOCK BATH SALTS,104,85,18.27,8.17,15.75,1.927,1.22,0.069,0.00,6.77,-0.039,
22363,GLASS JAR MARMALADE,104,77,25.96,8.46,19.89,2.351,1.35,0.031,0.00,3.46,-0.031,
22364,GLASS JAR DIGESTIVE BISCUITS,104,87,16.35,20.69,72.92,3.524,1.20,0.036,0.00,13.62,-0.113,
22365,DOORMAT RESPECTABLE HOUSE,104,98,5.77,22.38,48.26,2.156,1.06,-0.053,19.15,35.00,-0.084,82.73
22366,DOORMAT AIRMAIL,104,99,4.81,24.48,44.82,1.831,1.05,-0.020,22.38,30.31,-0.166,35.40
22367,CHILDRENS APRON SPACEBOY DESIGN,104,99,4.81,76.62,58.31,0.761,1.05,0.302,67.62,108.31,0.087,60.18
22371,AIRLINE BAG VINTAGE TOKYO 78,104,93,10.58,17.27,15.61,0.904,1.12,0.446,9.77,28.69,0.172,193.70
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,104,85,18.27,5.77,6.50,1.126,1.22,0.314,5.92,7.69,0.007,29.87
22374,AIRLINE BAG VINTAGE JET SET RED,104,91,12.50,9.83,7.68,0.781,1.14,0.471,5.15,16.31,0.063,216.42
22375,AIRLINE BAG VINTAGE JET SET BROWN,104,89,14.42,5.63,5.70,1.012,1.17,0.334,2.54,9.31,0.052,266.67
22376,AIRLINE BAG VINTAGE JET SET WHITE,104,84,19.23,5.07,4.89,0.965,1.24,0.342,2.77,6.85,0.020,147.22
22377,BOTTLE BAG RETROSPOT,104,95,8.65,34.73,64.61,1.860,1.09,0.149,50.08,10.38,-0.439,-79.26
22378,WALL TIDY RETROSPOT,104,93,10.58,35.89,61.83,1.723,1.12,0.398,29.15,10.69,-0.100,-63.32
22379,RECYCLING BAG RETROSPOT,104,96,7.69,151.12,154.46,1.022,1.08,0.020,108.15,165.00,-0.302,52.56
22380,TOY TIDY SPACEBOY,104,97,6.73,46.71,58.20,1.246,1.07,0.263,77.00,22.62,-0.761,-70.63
22381,TOY TIDY PINK POLKADOT,104,97,6.73,88.91,91.18,1.025,1.07,0.137,78.77,88.77,-0.517,12.70
22382,LUNCH BAG SPACEBOY DESIGN,104,97,6.73,193.74,109.31,0.564,1.07,0.401,138.23,245.85,0.642,77.85
22383,LUNCH BAG SUKI DESIGN,104,97,6.73,239.88,150.77,0.629,1.07,0.201,105.23,199.85,0.465,89.91
22384,LUNCH BAG PINK POLKADOT,104,96,7.69,198.95,129.10,0.649,1.08,0.428,90.15,162.92,0.520,80.72
22385,JUMBO BAG SPACEBOY DESIGN,104,96,7.69,163.46,145.52,0.890,1.08,0.274,112.46,190.69,0.591,69.56
22386,JUMBO BAG PINK POLKADOT,104,96,7.69,378.22,255.63,0.676,1.08,0.307,179.85,600.77,2.739,234.05
22389,PAPERWEIGHT SAVE THE PLANET,104,51,50.96,5.77,14.14,2.452,2.04,0.034,0.00,11.77,0.027,
22390,PAPERWEIGHT CHILDHOOD MEMORIES,104,50,51.92,7.48,18.29,2.445,2.08,0.167,1.15,3.62,-0.055,213.33
22391,PAPERWEIGHT HOME SWEET HOME,104,40,61.54,2.73,6.78,2.483,2.60,0.148,0.00,1.69,-0.026,
22393,PAPERWEIGHT VINTAGE COLLAGE,104,60,42.31,5.77,9.70,1.682,1.73,0.034,0.00,6.54,0.003,
22394,PAPERWEIGHT KINGS CHOICE,104,37,64.42,3.09,9.04,2.929,2.81,-0.002,0.00,1.62,-0.009,
22395,PAPERWEIGHT VINTAGE PAISLEY,104,32,69.23,1.49,3.24,2.177,3.25,0.040,0.00,1.54,-0.000,
22396,MAGNETS PACK OF 4 RETRO PHOTO,104,73,29.81,18.09,34.69,1.918,1.42,0.060,0.00,32.00,0.186,
22398,MAGNETS PACK OF 4 SWALLOWS,104,82,21.15,39.59,43.70,1.104,1.27,0.344,0.00,89.85,0.530,
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,104,83,20.19,38.87,90.27,2.323,1.25,0.394,0.00,7.38,-0.511,
22400,MAGNETS PACK OF 4 HOME SWEET HOME,104,70,32.69,23.47,46.40,1.977,1.49,0.075,0.00,47.08,0.341,
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,104,78,25.00,32.91,81.67,2.481,1.33,0.009,0.00,53.62,0.131,
22403,MAGNETS PACK OF 4 VINTAGE LABELS,104,69,33.65,16.37,32.36,1.977,1.51,0.125,0.00,27.15,0.280,
22405,MONEY BOX POCKET MONEY DESIGN,104,70,32.69,14.87,23.71,1.595,1.49,0.540,0.00,4.23,-0.225,
22406,MONEY BOX KINGS CHOICE DESIGN,104,71,31.73,23.05,85.38,3.704,1.46,0.055,0.00,6.31,-0.335,
22407,MONEY BOX FIRST AID DESIGN,104,47,54.81,3.98,9.84,2.472,2.21,0.201,0.00,0.85,-0.069,
22408,MONEY BOX CONFECTIONERY DESIGN,104,52,50.00,5.90,13.11,2.221,2.00,0.067,0.00,4.23,-0.091,
22409,MONEY BOX BISCUITS DESIGN,104,68,34.62,16.19,75.39,4.656,1.53,0.058,0.00,4.23,-0.186,
22410,MONEY BOX HOUSEKEEPING DESIGN,104,70,32.69,12.36,18.94,1.533,1.49,0.652,0.00,4.54,-0.211,
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,104,96,7.69,259.34,161.09,0.621,1.08,0.360,148.85,311.69,0.497,109.41
22412,METAL SIGN NEIGHBOURHOOD WITCH,104,90,13.46,23.09,30.16,1.306,1.16,0.006,30.31,12.69,-0.177,-58.12
22413,METAL SIGN TAKE IT OR LEAVE IT,104,96,7.69,53.27,61.62,1.157,1.08,0.144,69.54,50.00,-0.180,-28.10
22414,DOORMAT NEIGHBOURHOOD WITCH,104,89,14.42,11.31,42.98,3.801,1.17,-0.034,6.85,11.85,-0.116,73.03
22415,WHITE TISSUE REAM,104,50,51.92,2.87,4.97,1.733,2.08,0.542,8.15,0.00,-0.087,-100.00
22416,SET OF 36 SPACEBOY PAPER DOILIES,104,82,21.15,18.94,37.76,1.993,1.27,-0.000,18.77,11.08,-0.124,-40.98
22417,PACK OF 60 SPACEBOY CAKE CASES,104,96,7.69,205.37,208.76,1.017,1.08,0.173,225.85,151.85,-1.106,-32.77
22418,10 COLOUR SPACEBOY PEN,104,82,21.15,117.69,110.17,0.936,1.27,0.473,0.00,169.69,1.152,
22419,LIPSTICK PEN RED,104,81,22.12,64.40,89.67,1.392,1.28,0.434,0.00,89.54,0.534,
22420,LIPSTICK PEN BABY PINK,104,68,34.62,20.05,33.36,1.664,1.53,0.285,0.00,40.77,0.351,
22421,LIPSTICK PEN FUSCHIA,104,79,24.04,44.71,63.03,1.410,1.32,0.224,0.00,100.62,0.554,
22422,TOOTHPASTE TUBE PEN,104,72,30.77,21.89,37.50,1.713,1.44,0.452,0.00,32.38,0.064,
22423,REGENCY CAKESTAND 3 TIER,104,89,14.42,251.15,180.71,0.720,1.17,0.636,0.00,220.54,1.097,
22424,ENAMEL BREAD BIN CREAM,104,81,22.12,14.59,17.15,1.176,1.28,0.174,0.00,19.31,0.119,
22425,ENAMEL COLANDER CREAM,104,79,24.04,8.19,12.20,1.489,1.32,0.101,0.00,8.92,0.041,
22426,ENAMEL WASH BOWL CREAM,104,80,23.08,13.06,13.81,1.058,1.30,0.306,0.00,13.69,0.086,
22427,ENAMEL FLOWER JUG CREAM,104,72,30.77,30.93,36.14,1.168,1.44,0.454,0.00,25.54,0.344,
22428,ENAMEL FIRE BUCKET CREAM,104,75,27.88,4.58,5.92,1.294,1.39,0.212,0.00,4.46,0.023,
22429,ENAMEL MEASURING JUG CREAM,104,82,21.15,21.99,32.39,1.473,1.27,0.208,0.00,23.85,0.105,
22430,ENAMEL WATERING CAN CREAM,104,80,23.08,13.50,25.89,1.918,1.30,0.217,0.00,7.15,-0.002,
22431,WATERING CAN BLUE ELEPHANT,104,91,12.50,32.31,31.46,0.974,1.14,0.438,8.23,15.62,0.190,89.72
22432,WATERING CAN PINK BUNNY,104,88,15.38,73.81,421.29,5.708,1.18,-0.004,341.54,8.85,-2.030,-97.41
22433,WATERING CAN GREEN DINOSAUR,104,86,17.31,26.64,35.80,1.343,1.21,0.298,8.54,12.31,-0.050,44.14
22434,BALLOON PUMP WITH 10 BALLOONS,104,77,25.96,24.29,51.98,2.140,1.35,0.246,0.00,14.92,-0.219,
22435,SET OF 9 HEART SHAPED BALLOONS,104,83,20.19,46.00,49.75,1.082,1.25,0.256,0.00,32.85,0.194,
22436,12 COLOURED PARTY BALLOONS,104,80,23.08,40.12,70.42,1.755,1.30,0.022,0.00,49.77,0.163,
22437,SET OF 9 BLACK SKULL BALLOONS,104,85,18.27,62.20,96.48,1.551,1.22,0.052,0.00,53.69,0.096,
22438,BALLOON ART MAKE YOUR OWN FLOWERS,104,63,39.42,8.88,13.75,1.548,1.65,0.187,0.00,9.46,0.035,
